tourney_id,tourney_name,tourney_date,surface,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,winner_name_full,winner_hand,winner_birthdate,winner_country,loser_name_full,loser_hand,loser_birthdate,loser_country,winner_age_calc,loser_age_calc,w_1st_pct,l_1st_pct,w_1st_won_pct,l_1st_won_pct,w_bp_saved_pct,diff_age
2000-580,Australian Open,2000-01-17,Hard,102450,102259,6-7(3) 6-3 7-6(4) 7-6(7),5,R128,211.0,30.0,7.0,162.0,101.0,82.0,33.0,23.0,7.0,7.0,16.0,6.0,157.0,85.0,65.0,42.0,22.0,10.0,11.0,13.0,1507.0,31.0,982.0,Tim Henman,Right,1974-09-06,GBR,Jerome Golmard,Left,1973-09-09,FRA,25.0,26.0,62.34567901234568,54.14012738853503,81.1881188118812,76.47058823529412,100.0,-1.0
2000-580,Australian Open,2000-01-17,Hard,102783,102548,6-3 6-3 6-3,5,R128,112.0,0.0,3.0,83.0,59.0,38.0,10.0,14.0,3.0,7.0,1.0,3.0,97.0,43.0,21.0,22.0,13.0,8.0,17.0,60.0,652.0,73.0,544.0,Rainer Schuettler,Right,1976-04-25,GER,Juan Antonio Marin,Right,1975-03-02,CRC,23.0,24.0,71.08433734939759,44.329896907216494,64.40677966101694,48.837209302325576,42.857142857142854,-1.0
2000-580,Australian Open,2000-01-17,Hard,102422,101463,6-4 6-2 6-2,5,R128,92.0,15.0,0.0,70.0,41.0,36.0,19.0,13.0,3.0,3.0,4.0,5.0,93.0,47.0,32.0,20.0,13.0,8.0,13.0,238.0,140.0,139.0,272.0,Michael Hill,Right,1974-06-30,AUS,Bernd Karbacher,Right,1968-04-03,GER,25.0,31.0,58.57142857142858,50.53763440860215,87.8048780487805,68.08510638297872,100.0,-6.0
2000-580,Australian Open,2000-01-17,Hard,103206,102300,6-3 6-3 6-2,5,R128,111.0,2.0,2.0,80.0,38.0,26.0,24.0,13.0,4.0,7.0,0.0,6.0,91.0,55.0,28.0,14.0,13.0,11.0,19.0,26.0,1117.0,148.0,251.0,Sebastien Grosjean,Right,1978-05-29,FRA,Gouichi Motomura,Right,1973-12-25,JPN,21.0,26.0,47.5,60.43956043956044,68.42105263157895,50.90909090909091,57.14285714285714,-5.0
2000-580,Australian Open,2000-01-17,Hard,102872,103344,7-6(5) 4-6 4-6 7-5 6-0,5,R128,221.0,9.0,7.0,180.0,99.0,69.0,43.0,25.0,20.0,24.0,13.0,10.0,174.0,76.0,53.0,50.0,25.0,13.0,19.0,133.0,281.0,72.0,561.0,James Sekulov,Right,1976-10-13,AUS,Ivan Ljubicic,Right,1979-03-19,CRO,23.0,20.0,55.00000000000001,43.67816091954023,69.6969696969697,69.73684210526315,83.33333333333334,3.0
2000-580,Australian Open,2000-01-17,Hard,102162,102093,6-3 7-6(3) 6-3,5,R128,111.0,12.0,5.0,95.0,64.0,55.0,18.0,15.0,0.0,0.0,8.0,5.0,91.0,47.0,39.0,20.0,15.0,1.0,3.0,56.0,689.0,92.0,433.0,Chris Woodruff,Right,1973-01-02,USA,Martin Damm,Right,1972-08-01,CZE,27.0,27.0,67.36842105263158,51.64835164835166,85.9375,82.97872340425532,100.0,0.0
2000-580,Australian Open,2000-01-17,Hard,102809,101711,7-6(1) 6-2 6-1,5,R128,99.0,8.0,1.0,80.0,50.0,42.0,17.0,14.0,2.0,3.0,5.0,5.0,78.0,46.0,30.0,16.0,13.0,4.0,9.0,115.0,345.0,162.0,231.0,Axel Pretzsch,Right,1976-06-16,GER,Alex Obrien,Right,1970-03-07,USA,23.0,29.0,62.5,58.97435897435898,84.0,65.21739130434783,66.66666666666666,-6.0
2000-580,Australian Open,2000-01-17,Hard,101735,102358,6-4 7-6(4) 4-6 3-6 10-8,5,R128,224.0,25.0,11.0,179.0,113.0,84.0,31.0,30.0,8.0,15.0,14.0,10.0,181.0,116.0,86.0,29.0,29.0,21.0,27.0,80.0,479.0,6.0,2107.0,Richard Fromberg,Right,1970-04-28,AUS,Thomas Enqvist,Right,1974-03-13,SWE,29.0,25.0,63.128491620111724,64.08839779005525,74.33628318584071,74.13793103448276,53.333333333333336,4.0
2000-580,Australian Open,2000-01-17,Hard,102287,102856,4-6 4-6 6-4 7-6(8) 6-4,5,R128,179.0,13.0,7.0,182.0,95.0,71.0,44.0,26.0,8.0,14.0,30.0,4.0,153.0,73.0,65.0,37.0,26.0,4.0,10.0,91.0,434.0,5.0,2116.0,Albert Portas,Right,1973-11-15,ESP,Gustavo Kuerten,Right,1976-09-10,BRA,26.0,23.0,52.197802197802204,47.712418300653596,74.73684210526315,89.04109589041096,57.14285714285714,3.0
2000-580,Australian Open,2000-01-17,Hard,102437,102434,7-6(1) 4-6 4-6 6-3 6-2,5,R128,172.0,15.0,8.0,144.0,79.0,63.0,33.0,25.0,4.0,9.0,15.0,8.0,153.0,85.0,63.0,29.0,24.0,9.0,15.0,95.0,420.0,21.0,1245.0,Adrian Voinea,Right,1974-08-06,ROU,Vincent Spadea,Right,1974-07-19,USA,25.0,25.0,54.861111111111114,55.55555555555556,79.74683544303798,74.11764705882354,44.44444444444444,0.0
2000-580,Australian Open,2000-01-17,Hard,103720,102834,6-2 6-7(5) 7-6(5) 6-4,5,R128,197.0,10.0,6.0,149.0,94.0,78.0,26.0,21.0,8.0,9.0,13.0,2.0,128.0,88.0,66.0,22.0,21.0,1.0,5.0,17.0,1335.0,87.0,447.0,Lleyton Hewitt,Right,1981-02-24,AUS,Paul Goldstein,Right,1976-08-04,USA,18.0,23.0,63.08724832214765,68.75,82.97872340425532,75.0,88.88888888888889,-5.0
2000-580,Australian Open,2000-01-17,Hard,102374,102227,7-6(5) 6-4 6-4,5,R128,146.0,4.0,6.0,101.0,57.0,44.0,30.0,16.0,2.0,3.0,4.0,4.0,108.0,65.0,46.0,22.0,16.0,6.0,9.0,30.0,987.0,51.0,715.0,Alex Corretja,Right,1974-04-11,ESP,Sargis Sargsian,Right,1973-06-03,ARM,25.0,26.0,56.43564356435643,60.18518518518518,77.19298245614034,70.76923076923077,66.66666666666666,-1.0
2000-580,Australian Open,2000-01-17,Hard,102035,101727,6-7(6) 6-4 6-4 0-6 6-4,5,R128,189.0,2.0,10.0,175.0,96.0,68.0,41.0,24.0,6.0,10.0,14.0,5.0,150.0,87.0,68.0,32.0,24.0,3.0,7.0,76.0,518.0,81.0,469.0,Jonas Bjorkman,Right,1972-03-23,SWE,Jason Stoltenberg,Right,1970-04-04,AUS,27.0,29.0,54.85714285714286,57.99999999999999,70.83333333333334,78.16091954022988,60.0,-2.0
2000-580,Australian Open,2000-01-17,Hard,103181,103193,6-4 6-3 2-6 7-6(5),5,R128,141.0,9.0,4.0,125.0,67.0,49.0,30.0,19.0,11.0,15.0,14.0,3.0,123.0,78.0,51.0,28.0,20.0,3.0,8.0,153.0,245.0,114.0,349.0,Jiri Vanek,Right,1978-04-24,CZE,Peter Wessels,Right,1978-05-07,NED,21.0,21.0,53.6,63.41463414634146,73.13432835820896,65.38461538461539,73.33333333333333,0.0
2000-580,Australian Open,2000-01-17,Hard,101150,102720,6-3 7-6(7) 6-7(5) 6-1,5,R128,176.0,17.0,8.0,139.0,62.0,48.0,42.0,20.0,11.0,15.0,2.0,7.0,130.0,72.0,48.0,24.0,20.0,11.0,19.0,82.0,465.0,118.0,334.0,Gianluca Pozzi,Left,1965-06-17,ITA,Tomas Zib,Right,1976-01-31,CZE,34.0,23.0,44.60431654676259,55.38461538461539,77.41935483870968,66.66666666666666,73.33333333333333,11.0
2000-580,Australian Open,2000-01-17,Hard,102796,102821,7-5 6-4 3-6 6-3,5,R128,159.0,7.0,5.0,113.0,68.0,49.0,24.0,20.0,6.0,10.0,9.0,9.0,149.0,97.0,64.0,21.0,20.0,10.0,16.0,11.0,1655.0,97.0,414.0,Magnus Norman,Right,1976-05-30,SWE,Cecil Mamiit,Right,1976-06-27,PHI,23.0,23.0,60.17699115044248,65.1006711409396,72.05882352941177,65.97938144329896,60.0,0.0
2000-580,Australian Open,2000-01-17,Hard,101964,101611,6-4 2-6 7-5 1-6 9-7,5,R128,180.0,32.0,14.0,165.0,78.0,61.0,46.0,26.0,9.0,13.0,26.0,8.0,148.0,90.0,69.0,36.0,27.0,5.0,8.0,70.0,575.0,15.0,1439.0,Goran Ivanisevic,Left,1971-09-13,CRO,Cedric Pioline,Right,1969-06-15,FRA,28.0,30.0,47.27272727272727,60.810810810810814,78.2051282051282,76.66666666666667,69.23076923076923,-2.0
2000-580,Australian Open,2000-01-17,Hard,101532,103103,3-6 6-1 6-4 7-6(3),5,R128,134.0,5.0,4.0,121.0,82.0,61.0,21.0,19.0,2.0,3.0,12.0,9.0,127.0,65.0,51.0,33.0,19.0,4.0,7.0,39.0,840.0,22.0,1193.0,Francisco Clavet,Left,1968-10-24,ESP,Dominik Hrbaty,Right,1978-01-04,SVK,31.0,22.0,67.76859504132231,51.181102362204726,74.39024390243902,78.46153846153847,66.66666666666666,9.0
2000-580,Australian Open,2000-01-17,Hard,101965,102567,6-3 6-3 4-6 7-6(2),5,R128,168.0,16.0,4.0,136.0,71.0,52.0,38.0,20.0,6.0,8.0,7.0,5.0,131.0,81.0,58.0,24.0,20.0,3.0,7.0,53.0,705.0,78.0,511.0,Wayne Ferreira,Right,1971-09-15,RSA,George Bastl,Right,1975-04-01,SUI,28.0,24.0,52.20588235294118,61.832061068702295,73.23943661971832,71.60493827160494,75.0,4.0
2000-580,Australian Open,2000-01-17,Hard,102563,101900,6-1 6-2 6-4,5,R128,104.0,14.0,5.0,100.0,48.0,38.0,29.0,13.0,8.0,8.0,9.0,2.0,71.0,30.0,17.0,21.0,12.0,3.0,8.0,42.0,799.0,121.0,316.0,Thomas Johansson,Right,1975-03-24,SWE,Nicklas Kulti,Right,1971-04-22,SWE,24.0,28.0,48.0,42.25352112676056,79.16666666666666,56.666666666666664,100.0,-4.0
2000-580,Australian Open,2000-01-17,Hard,103566,103292,6-3 6-3 6-2,5,R128,82.0,14.0,4.0,73.0,47.0,41.0,13.0,13.0,3.0,4.0,2.0,6.0,91.0,49.0,29.0,17.0,13.0,6.0,12.0,263.0,122.0,61.0,627.0,Michael Llodra,Left,1980-05-18,FRA,Gaston Gaudio,Right,1978-12-09,ARG,19.0,21.0,64.38356164383562,53.84615384615385,87.2340425531915,59.183673469387756,75.0,-2.0
2000-580,Australian Open,2000-01-17,Hard,102223,102455,6-4 7-6(5) 7-5,5,R128,120.0,9.0,6.0,100.0,43.0,34.0,35.0,17.0,3.0,5.0,10.0,5.0,119.0,56.0,39.0,33.0,17.0,11.0,15.0,35.0,870.0,107.0,361.0,Karim Alami,Right,1973-05-24,MAR,Lorenzo Manta,Right,1974-09-16,SUI,26.0,25.0,43.0,47.05882352941176,79.06976744186046,69.64285714285714,60.0,1.0
2000-580,Australian Open,2000-01-17,Hard,102494,101897,6-2 4-6 6-7(5) 6-3 6-0,5,R128,152.0,6.0,3.0,132.0,86.0,65.0,29.0,22.0,9.0,12.0,7.0,11.0,153.0,87.0,56.0,31.0,23.0,12.0,20.0,106.0,362.0,28.0,1011.0,Tomas Behrend,Right,1974-12-12,GER,Fernando Meligeni,Left,1971-04-12,BRA,25.0,28.0,65.15151515151516,56.86274509803921,75.5813953488372,64.36781609195403,75.0,-3.0
2000-580,Australian Open,2000-01-17,Hard,103017,103084,4-6 6-3 6-4 6-4,5,R128,180.0,9.0,7.0,126.0,55.0,42.0,38.0,19.0,11.0,15.0,3.0,9.0,117.0,64.0,40.0,26.0,20.0,6.0,12.0,4.0,2184.0,74.0,543.0,Nicolas Kiefer,Right,1977-07-05,GER,Guillermo Canas,Right,1977-11-25,ARG,22.0,22.0,43.65079365079365,54.700854700854705,76.36363636363637,62.5,73.33333333333333,0.0
2000-580,Australian Open,2000-01-17,Hard,102839,102446,6-3 5-7 6-7(2) 6-4 8-6,5,R128,218.0,15.0,11.0,174.0,93.0,71.0,43.0,29.0,5.0,9.0,25.0,3.0,188.0,100.0,71.0,48.0,28.0,13.0,19.0,7.0,1975.0,32.0,954.0,Nicolas Lapentti,Right,1976-08-13,ECU,Andrei Medvedev,Right,1974-08-31,UKR,23.0,25.0,53.44827586206896,53.191489361702125,76.34408602150538,71.0,55.55555555555556,-2.0
2000-580,Australian Open,2000-01-17,Hard,103096,102770,7-6(2) 6-4 RET,5,R128,92.0,5.0,4.0,65.0,34.0,24.0,18.0,11.0,2.0,4.0,5.0,2.0,73.0,35.0,23.0,19.0,11.0,5.0,8.0,54.0,694.0,66.0,594.0,Arnaud Clement,Right,1977-12-17,FRA,John Van Lottum,Right,1976-04-10,NED,22.0,23.0,52.307692307692314,47.94520547945205,70.58823529411765,65.71428571428571,50.0,-1.0
2000-580,Australian Open,2000-01-17,Hard,102466,101826,6-1 3-6 6-3 7-5,5,R128,135.0,17.0,12.0,111.0,71.0,56.0,21.0,19.0,3.0,5.0,5.0,11.0,142.0,83.0,55.0,28.0,18.0,15.0,20.0,104.0,372.0,117.0,337.0,Jan Kroslak,Right,1974-10-17,SVK,Alex Lopez Moron,Right,1970-11-28,ESP,25.0,29.0,63.96396396396396,58.45070422535211,78.87323943661971,66.26506024096386,60.0,-4.0
2000-580,Australian Open,2000-01-17,Hard,103819,102021,6-4 6-4 7-6(5),5,R128,125.0,14.0,7.0,101.0,55.0,42.0,28.0,16.0,1.0,3.0,6.0,9.0,120.0,74.0,52.0,22.0,16.0,5.0,9.0,62.0,620.0,38.0,841.0,Roger Federer,Right,1981-08-08,SUI,Michael Chang,Right,1972-02-22,USA,18.0,27.0,54.45544554455446,61.66666666666667,76.36363636363637,70.27027027027027,33.33333333333333,-9.0
2000-580,Australian Open,2000-01-17,Hard,103507,102401,7-6(3) 6-3 7-6(3),5,R128,105.0,8.0,2.0,96.0,54.0,44.0,30.0,16.0,1.0,2.0,9.0,7.0,103.0,56.0,41.0,25.0,17.0,2.0,4.0,40.0,807.0,200.0,176.0,Juan Carlos Ferrero,Right,1980-02-12,ESP,Scott Draper,Left,1974-06-05,AUS,19.0,25.0,56.25,54.36893203883495,81.48148148148148,73.21428571428571,50.0,-6.0
2000-580,Australian Open,2000-01-17,Hard,102133,103252,6-2 7-6(3) 6-7(3) 6-3,5,R128,148.0,16.0,6.0,148.0,76.0,56.0,43.0,21.0,10.0,12.0,5.0,6.0,114.0,76.0,52.0,24.0,20.0,2.0,7.0,89.0,439.0,52.0,715.0,Laurence Tieleman,Right,1972-11-14,ITA,Alberto Martin,Right,1978-08-20,ESP,27.0,21.0,51.35135135135135,66.66666666666666,73.68421052631578,68.42105263157895,83.33333333333334,6.0
2000-580,Australian Open,2000-01-17,Hard,101962,103157,6-7(8) 7-6(5) 1-6 6-3 6-1,5,R128,175.0,14.0,4.0,172.0,103.0,68.0,38.0,23.0,14.0,19.0,10.0,4.0,145.0,91.0,68.0,26.0,24.0,3.0,10.0,29.0,991.0,257.0,124.0,Younes El Aynaoui,Right,1971-09-12,MAR,Arvind Parmar,Right,1978-03-22,GBR,28.0,21.0,59.883720930232556,62.758620689655174,66.01941747572816,74.72527472527473,73.68421052631578,7.0
2000-580,Australian Open,2000-01-17,Hard,103163,102642,7-6(2) 6-4 4-6 6-2,5,R128,144.0,17.0,7.0,132.0,65.0,58.0,34.0,20.0,6.0,7.0,16.0,3.0,113.0,65.0,50.0,25.0,20.0,5.0,8.0,12.0,1510.0,171.0,215.0,Tommy Haas,Right,1978-04-03,GER,Cyril Saulnier,Right,1975-08-16,FRA,21.0,24.0,49.24242424242424,57.52212389380531,89.23076923076924,76.92307692307693,85.71428571428571,-3.0
2000-580,Australian Open,2000-01-17,Hard,103294,102610,6-3 6-7(8) 6-4 6-3,5,R128,148.0,6.0,10.0,140.0,85.0,59.0,24.0,20.0,4.0,8.0,7.0,4.0,123.0,82.0,53.0,17.0,20.0,6.0,13.0,120.0,319.0,20.0,1257.0,Christophe Rochus,Right,1978-12-15,BEL,Albert Costa,Right,1975-06-25,ESP,21.0,24.0,60.71428571428571,66.66666666666666,69.41176470588235,64.63414634146342,50.0,-3.0
2000-580,Australian Open,2000-01-17,Hard,102061,103420,6-1 7-6(6) 4-6 6-1,5,R128,134.0,9.0,7.0,126.0,75.0,54.0,29.0,18.0,6.0,8.0,1.0,9.0,113.0,64.0,40.0,24.0,18.0,2.0,7.0,182.0,190.0,122.0,316.0,Kevin Ullyett,Right,1972-05-23,ZIM,Michal Tabara,Right,1979-08-11,CZE,27.0,20.0,59.523809523809526,56.63716814159292,72.0,62.5,75.0,7.0
2000-580,Australian Open,2000-01-17,Hard,102179,101675,6-4 6-4 7-6(4),5,R128,121.0,8.0,0.0,94.0,58.0,44.0,26.0,16.0,1.0,2.0,13.0,4.0,102.0,50.0,44.0,21.0,16.0,3.0,6.0,98.0,406.0,119.0,330.0,Antony Dupuis,Right,1973-02-24,FRA,Martin Rodriguez,Right,1969-12-18,ARG,26.0,30.0,61.702127659574465,49.01960784313725,75.86206896551724,88.0,50.0,-4.0
2000-580,Australian Open,2000-01-17,Hard,103018,101086,6-7(5) 7-6(5) 6-3 6-3,5,R128,161.0,15.0,6.0,121.0,84.0,68.0,19.0,21.0,1.0,3.0,2.0,7.0,144.0,88.0,57.0,32.0,21.0,10.0,15.0,67.0,588.0,94.0,427.0,Max Mirnyi,Right,1977-07-06,BLR,Ronald Agenor,Right,1964-11-13,USA,22.0,35.0,69.42148760330579,61.111111111111114,80.95238095238095,64.77272727272727,33.33333333333333,-13.0
2000-580,Australian Open,2000-01-17,Hard,102905,103250,6-3 5-7 6-2 6-4,5,R128,158.0,9.0,5.0,142.0,86.0,59.0,28.0,19.0,9.0,12.0,6.0,4.0,122.0,74.0,45.0,28.0,20.0,9.0,15.0,43.0,799.0,217.0,152.0,Stefan Koubek,Left,1977-01-02,AUT,Rodolphe Cadart,Left,1978-08-08,FRA,23.0,21.0,60.56338028169014,60.65573770491803,68.6046511627907,60.810810810810814,75.0,2.0
2000-580,Australian Open,2000-01-17,Hard,101917,103498,7-6(4) 6-4 6-1,5,R128,96.0,11.0,3.0,86.0,62.0,54.0,12.0,15.0,4.0,5.0,13.0,5.0,100.0,39.0,32.0,28.0,14.0,8.0,12.0,472.0,46.0,23.0,1186.0,Grant Stafford,Right,1971-05-27,RSA,Marat Safin,Right,1980-01-27,RUS,28.0,19.0,72.09302325581395,39.0,87.09677419354838,82.05128205128204,80.0,9.0
2000-580,Australian Open,2000-01-17,Hard,101888,101969,1-6 7-6(4) 7-6(11) 6-2,5,R128,166.0,11.0,10.0,136.0,65.0,50.0,41.0,20.0,4.0,8.0,8.0,6.0,131.0,81.0,58.0,27.0,19.0,2.0,5.0,44.0,786.0,109.0,356.0,Daniel Vacek,Right,1971-04-01,CZE,Orlin Stanoytchev,Right,1971-09-24,BUL,28.0,28.0,47.794117647058826,61.832061068702295,76.92307692307693,71.60493827160494,50.0,0.0
2000-580,Australian Open,2000-01-17,Hard,102338,102533,6-7(4) 6-4 6-1 6-2,5,R128,152.0,3.0,2.0,113.0,61.0,47.0,32.0,18.0,4.0,5.0,20.0,3.0,136.0,65.0,48.0,29.0,19.0,9.0,16.0,2.0,2915.0,85.0,452.0,Yevgeny Kafelnikov,Right,1974-02-18,RUS,Jens Knippschild,Right,1975-02-15,GER,25.0,24.0,53.98230088495575,47.794117647058826,77.04918032786885,73.84615384615385,80.0,1.0
2000-580,Australian Open,2000-01-17,Hard,101736,102854,7-5 6-0 6-3,5,R64,93.0,8.0,1.0,76.0,50.0,40.0,14.0,14.0,0.0,2.0,3.0,6.0,74.0,31.0,19.0,16.0,13.0,4.0,11.0,1.0,4135.0,47.0,728.0,Andre Agassi,Right,1970-04-29,USA,Sjeng Schalken,Right,1976-09-08,NED,29.0,23.0,65.78947368421053,41.891891891891895,80.0,61.29032258064516,0.0,6.0
2000-580,Australian Open,2000-01-17,Hard,103151,101889,7-6(6) 4-6 6-1 6-4,5,R64,182.0,11.0,7.0,145.0,71.0,58.0,29.0,20.0,10.0,14.0,6.0,7.0,112.0,64.0,45.0,22.0,19.0,3.0,9.0,33.0,936.0,204.0,166.0,Mariano Zabaleta,Right,1978-02-28,ARG,Todd Woodbridge,Right,1971-04-02,AUS,21.0,28.0,48.96551724137931,57.14285714285714,81.69014084507043,70.3125,71.42857142857143,-7.0
2000-580,Australian Open,2000-01-17,Hard,102776,102562,6-3 7-6(5) 6-7(4) 6-4,5,R64,160.0,7.0,5.0,139.0,71.0,50.0,44.0,22.0,5.0,7.0,10.0,3.0,139.0,83.0,59.0,27.0,21.0,4.0,8.0,46.0,732.0,37.0,841.0,Andrew Ilie,Right,1976-04-18,AUS,Jiri Novak,Right,1975-03-22,CZE,23.0,24.0,51.07913669064749,59.71223021582733,70.4225352112676,71.08433734939759,71.42857142857143,-1.0
2000-580,Australian Open,2000-01-17,Hard,102882,103171,6-1 2-6 7-6(4) 6-1,5,R64,117.0,27.0,5.0,107.0,60.0,49.0,24.0,17.0,5.0,8.0,6.0,3.0,102.0,54.0,40.0,20.0,17.0,5.0,10.0,19.0,1258.0,166.0,221.0,Mark Philippoussis,Right,1976-11-07,AUS,Raemon Sluiter,Right,1978-04-13,NED,23.0,21.0,56.074766355140184,52.94117647058824,81.66666666666667,74.07407407407408,62.5,2.0
2000-580,Australian Open,2000-01-17,Hard,102765,101990,2-6 6-3 6-1 6-3,5,R64,117.0,12.0,2.0,104.0,48.0,36.0,33.0,16.0,2.0,4.0,14.0,6.0,92.0,56.0,39.0,17.0,17.0,4.0,9.0,34.0,877.0,10.0,1717.0,Nicolas Escude,Right,1976-04-03,FRA,Richard Krajicek,Right,1971-12-06,NED,23.0,28.0,46.15384615384615,60.86956521739131,75.0,69.64285714285714,50.0,-5.0
2000-580,Australian Open,2000-01-17,Hard,103714,102233,7-6(3) 6-4 6-3,5,R64,106.0,10.0,3.0,95.0,63.0,49.0,21.0,15.0,3.0,4.0,10.0,4.0,96.0,59.0,42.0,19.0,16.0,4.0,7.0,99.0,405.0,137.0,277.0,Andreas Vinciguerra,Left,1981-02-19,SWE,Leander Paes,Right,1973-06-17,IND,18.0,26.0,66.3157894736842,61.458333333333336,77.77777777777779,71.1864406779661,75.0,-8.0
2000-580,Australian Open,2000-01-17,Hard,102271,102966,6-3 6-4 6-4,5,R64,107.0,11.0,5.0,103.0,63.0,54.0,17.0,14.0,6.0,6.0,3.0,0.0,100.0,57.0,42.0,19.0,15.0,8.0,11.0,41.0,800.0,123.0,313.0,Hicham Arazi,Left,1973-10-19,MAR,Fredrik Jonsson,Right,1977-03-28,SWE,26.0,22.0,61.165048543689316,56.99999999999999,85.71428571428571,73.68421052631578,100.0,4.0
2000-580,Australian Open,2000-01-17,Hard,102950,101774,6-4 2-6 3-6 6-3 7-5,5,R64,167.0,9.0,7.0,132.0,72.0,55.0,31.0,24.0,4.0,9.0,20.0,7.0,136.0,82.0,65.0,25.0,24.0,3.0,8.0,55.0,694.0,9.0,1753.0,Fernando Vicente,Right,1977-03-08,ESP,Todd Martin,Right,1970-07-08,USA,22.0,29.0,54.54545454545454,60.29411764705882,76.38888888888889,79.26829268292683,44.44444444444444,-7.0
2000-580,Australian Open,2000-01-17,Hard,101948,102025,6-3 7-6(6) 6-1,5,R64,91.0,14.0,1.0,100.0,70.0,52.0,17.0,14.0,2.0,2.0,11.0,7.0,78.0,46.0,35.0,14.0,14.0,2.0,5.0,3.0,2419.0,79.0,506.0,Pete Sampras,Right,1971-08-12,USA,Mikael Tillstrom,Right,1972-03-05,SWE,28.0,27.0,70.0,58.97435897435898,74.28571428571429,76.08695652173914,100.0,1.0
2000-580,Australian Open,2000-01-17,Hard,102286,101820,6-1 2-6 7-6(1) 6-3,5,R64,138.0,9.0,2.0,117.0,64.0,48.0,33.0,18.0,2.0,4.0,20.0,10.0,115.0,72.0,57.0,15.0,18.0,12.0,15.0,151.0,246.0,45.0,778.0,Wayne Black,Right,1973-11-14,ZIM,Marc Rosset,Right,1970-11-07,SUI,26.0,29.0,54.700854700854705,62.60869565217392,75.0,79.16666666666666,50.0,-3.0
2000-580,Australian Open,2000-01-17,Hard,102644,101185,6-4 7-6(3) 3-6 6-4,5,R64,178.0,17.0,14.0,141.0,71.0,52.0,39.0,21.0,11.0,15.0,1.0,6.0,125.0,74.0,54.0,26.0,20.0,9.0,13.0,48.0,723.0,126.0,301.0,Franco Squillari,Left,1975-08-22,ARG,Mark Woodforde,Left,1965-09-23,AUS,24.0,34.0,50.35460992907801,59.199999999999996,73.23943661971832,72.97297297297297,73.33333333333333,-10.0
2000-580,Australian Open,2000-01-17,Hard,101792,103387,4-6 6-2 6-4 6-1,5,R64,140.0,1.0,0.0,100.0,77.0,51.0,15.0,18.0,6.0,9.0,5.0,9.0,127.0,60.0,39.0,27.0,17.0,15.0,23.0,64.0,603.0,102.0,393.0,Slava Dosedel,Right,1970-08-14,CZE,Paradorn Srichaphan,Right,1979-06-14,THA,29.0,20.0,77.0,47.24409448818898,66.23376623376623,65.0,66.66666666666666,9.0
2000-580,Australian Open,2000-01-17,Hard,102450,102783,6-2 4-1 RET,5,R64,51.0,5.0,1.0,28.0,18.0,16.0,8.0,7.0,0.0,0.0,1.0,1.0,64.0,51.0,26.0,6.0,6.0,9.0,13.0,13.0,1507.0,60.0,652.0,Tim Henman,Right,1974-09-06,GBR,Rainer Schuettler,Right,1976-04-25,GER,25.0,23.0,64.28571428571429,79.6875,88.88888888888889,50.98039215686274,100.0,2.0
2000-580,Australian Open,2000-01-17,Hard,103206,102422,4-6 6-1 7-6(3) 6-0,5,R64,121.0,16.0,0.0,98.0,65.0,53.0,23.0,17.0,1.0,2.0,8.0,10.0,101.0,52.0,38.0,22.0,18.0,3.0,8.0,26.0,1117.0,238.0,140.0,Sebastien Grosjean,Right,1978-05-29,FRA,Michael Hill,Right,1974-06-30,AUS,21.0,25.0,66.3265306122449,51.48514851485149,81.53846153846153,73.07692307692307,50.0,-4.0
2000-580,Australian Open,2000-01-17,Hard,102162,102872,6-3 6-2 6-2,5,R64,73.0,8.0,1.0,59.0,40.0,35.0,18.0,12.0,0.0,0.0,2.0,2.0,66.0,41.0,25.0,11.0,13.0,5.0,10.0,56.0,689.0,133.0,281.0,Chris Woodruff,Right,1973-01-02,USA,James Sekulov,Right,1976-10-13,AUS,27.0,23.0,67.79661016949152,62.121212121212125,87.5,60.97560975609756,100.0,4.0
2000-580,Australian Open,2000-01-17,Hard,101735,102809,7-6(6) 7-6(6) 6-4,5,R64,149.0,10.0,5.0,104.0,59.0,46.0,26.0,17.0,0.0,2.0,14.0,11.0,132.0,62.0,52.0,29.0,17.0,4.0,7.0,80.0,479.0,115.0,345.0,Richard Fromberg,Right,1970-04-28,AUS,Axel Pretzsch,Right,1976-06-16,GER,29.0,23.0,56.730769230769226,46.96969696969697,77.96610169491525,83.87096774193549,0.0,6.0
2000-580,Australian Open,2000-01-17,Hard,102437,102287,6-2 6-1 6-3,5,R64,83.0,17.0,3.0,74.0,44.0,36.0,15.0,12.0,7.0,8.0,2.0,5.0,67.0,30.0,14.0,18.0,12.0,2.0,9.0,95.0,420.0,91.0,434.0,Adrian Voinea,Right,1974-08-06,ROU,Albert Portas,Right,1973-11-15,ESP,25.0,26.0,59.45945945945946,44.776119402985074,81.81818181818183,46.666666666666664,87.5,-1.0
